host_response_time,host_response_time_skala,host_identity_verified,host_is_superhost,host_total_listings_count,neighbourhood_group_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy
within a day,3,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,3,1,2,4,Real Bed,33,1000,60,3,60,365,0,0,0,73,0,,0,strict_14_with_grace_period
within a day,3,0,0,3,Pankow,Apartment,Private room,1,1,1,1,Real Bed,25,0,0,1,2,4,6,6,6,26,0,,1,flexible
,,0,0,2,Neukoelln,Apartment,Private room,3,1,1,1,Real Bed,79,200,5,1,1,1125,13,13,13,13,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,22,0,0,1,1,6,2,2,2,166,0,,1,flexible
within a few hours,2,0,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,43,0,10,1,2,7,6,6,17,292,3,100,0,flexible
,,0,0,1,Neukoelln,Apartment,Entire home/apt,3,1,1,3,Real Bed,120,0,0,1,3,1125,25,55,85,360,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,45,0,0,1,2,3,8,10,10,18,0,,1,flexible
within a day,3,1,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,2,1,1,Real Bed,30,0,0,1,3,21,4,4,25,60,0,,0,flexible
within an hour,1,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,55,0,8,1,1,4,4,4,4,137,2,100,1,flexible
within an hour,1,0,1,6,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,0,100,1,14,1125,7,20,43,318,0,,1,strict_14_with_grace_period
within an hour,1,0,0,2,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,1,Real Bed,12,200,10,1,1,6,6,6,6,6,3,100,0,flexible
a few days or more,4,0,0,17,Neukoelln,Apartment,Entire home/apt,8,1,2,4,Real Bed,70,0,50,1,3,1125,20,48,67,342,1,100,0,flexible
a few days or more,4,0,0,17,Neukoelln,Apartment,Entire home/apt,8,1,2,4,Real Bed,70,0,50,1,3,1125,19,47,66,338,0,,0,flexible
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,25,0,0,1,4,26,2,5,6,68,0,,0,flexible
within a day,3,0,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,19,0,9,1,2,30,0,4,4,4,1,100,0,moderate
within a few hours,2,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,26,0,0,1,1,30,1,2,2,2,1,100,0,moderate
within a few hours,2,1,1,18,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,42,1300,75,1,62,1125,0,0,26,206,0,,1,strict_14_with_grace_period
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,2,1,1,2,Real Bed,80,0,35,4,2,60,3,14,44,129,1,80,1,moderate
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,2,1,1,2,Real Bed,100,0,35,3,2,180,6,16,42,123,0,,1,moderate
within an hour,1,0,0,24,Mitte,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,0,0,3,2,180,5,11,16,70,1,100,1,moderate
within an hour,1,1,0,15,Mitte,Apartment,Entire home/apt,2,1,0,1,Real Bed,93,0,0,2,1,1125,5,24,39,39,0,,1,strict_14_with_grace_period
within an hour,1,1,0,15,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,103,0,0,2,1,1125,8,30,56,76,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,2,Tempelhof - Schoenenberg,Apartment,Private room,1,1,1,1,Real Bed,45,0,0,1,1,30,6,13,13,13,1,100,0,flexible
,,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,158,0,0,1,28,1125,30,60,90,110,0,,1,strict_14_with_grace_period
,,0,0,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,4,1.5,3,4,Real Bed,180,200,50,1,7,1125,0,5,35,79,0,,1,flexible
within a day,3,0,0,1,Mitte,Apartment,Entire home/apt,4,1,1,1,Real Bed,68,200,50,1,5,1125,2,8,12,145,0,,0,moderate
within an hour,1,0,0,1,Pankow,Apartment,Private room,3,1,1,2,Real Bed,32,0,20,1,1,1125,7,20,50,138,0,,1,moderate
within an hour,1,1,0,3,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,75,0,39,2,1,1125,8,30,60,126,2,90,1,strict_14_with_grace_period
,,0,0,2,Mitte,Apartment,Entire home/apt,5,1,1,2,Real Bed,100,0,50,2,1,1125,24,54,84,84,0,,0,strict_14_with_grace_period
within an hour,1,0,0,2,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,100,0,10,2,2,1125,5,7,16,16,1,100,1,flexible
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,2,1,1,1,Real Bed,59,0,15,1,4,21,12,12,12,12,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Neukoelln,Apartment,Private room,4,1,1,3,Real Bed,60,0,35,2,1,1125,14,35,53,305,2,100,1,moderate
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,4,1,2,4,Real Bed,80,0,20,1,2,20,0,7,20,35,3,90,1,flexible
within a day,3,0,0,2,Pankow,Apartment,Private room,1,1,1,1,Real Bed,30,0,20,1,1,1125,20,31,31,31,3,100,0,moderate
within a day,3,0,0,1,Pankow,Apartment,Private room,1,1,1,1,Real Bed,20,0,0,1,9,20,3,3,14,14,0,,1,flexible
within a day,3,0,0,1,Neukoelln,Apartment,Private room,4,1,2,2,Real Bed,60,0,0,1,2,1125,2,3,3,3,0,,1,flexible
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,6,1,3,3,Real Bed,95,0,0,1,2,1125,0,0,0,0,0,,1,flexible
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,35,0,0,1,5,1125,0,0,11,11,0,,0,flexible
within a day,3,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,4,1,2,2,Real Bed,190,0,0,1,3,14,21,26,48,48,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Steglitz - Zehlendorf,Apartment,Entire home/apt,3,1,1,1,Real Bed,45,0,25,2,2,1125,0,16,40,40,1,60,1,strict_14_with_grace_period
within a few hours,2,0,0,1,Lichtenberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,60,0,0,1,3,16,7,7,7,262,0,,1,moderate
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,1,Real Bed,80,0,0,2,4,1125,2,4,4,137,0,,0,flexible
within an hour,1,1,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,45,0,20,1,1,1125,6,16,16,16,0,,1,moderate
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,23,0,0,1,1,1125,0,2,2,2,1,100,0,flexible
within a day,3,1,0,2,Mitte,Apartment,Entire home/apt,6,1,3,2,Futon,110,0,0,1,15,60,0,0,0,77,0,,0,strict_14_with_grace_period
,,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,44,0,0,1,12,20,2,3,15,278,2,,0,flexible
within an hour,1,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,50,0,0,1,12,17,1,1,14,14,0,,1,flexible
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,50,0,0,1,4,10,18,48,78,78,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Mitte,Apartment,Entire home/apt,2,1,0,1,Real Bed,120,100,30,1,1,10,3,3,3,3,2,100,1,flexible
within a day,3,1,0,2,Mitte,Apartment,Private room,2,1,1,1,Real Bed,70,0,0,1,6,1125,13,13,22,22,0,,0,flexible
within an hour,1,0,0,1,Lichtenberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,60,0,22,1,2,30,10,24,46,123,1,100,1,moderate
within a day,3,0,0,1,Steglitz - Zehlendorf,Apartment,Private room,1,1,1,1,Real Bed,18,0,0,1,3,65,0,0,0,15,0,,0,flexible
within an hour,1,0,0,2,Spandau,House,Private room,2,1,1,1,Real Bed,30,300,15,1,1,14,26,50,70,70,2,100,0,moderate
a few days or more,4,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,55,0,0,1,2,1125,3,7,18,33,0,,1,flexible
within an hour,1,0,0,1,Reinickendorf,Apartment,Entire home/apt,5,1,3,3,Real Bed,28,0,25,2,1,1125,1,1,1,1,1,100,1,strict_14_with_grace_period
within an hour,1,0,0,2,Marzahn - Hellersdorf,Apartment,Entire home/apt,3,1,1,4,Real Bed,100,0,0,3,2,1125,20,40,70,70,0,,0,moderate
within an hour,1,0,0,4,Lichtenberg,Apartment,Shared room,2,1,1,2,Real Bed,9,0,0,1,1,2,12,42,72,72,3,93,1,flexible
within a few hours,2,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,60,0,0,1,3,15,1,1,1,1,0,,0,moderate
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,1,1,Real Bed,40,0,30,1,1,1125,9,24,41,56,1,100,1,flexible
within a few hours,2,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,85,0,15,1,3,1125,3,3,3,3,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,50,0,0,1,1,5,14,44,74,74,0,,0,flexible
within a day,3,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,75,0,0,1,4,9,7,7,23,297,1,,1,strict_14_with_grace_period
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,50,0,25,1,2,7,16,29,46,46,1,100,1,flexible
within a day,3,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,25,0,10,1,1,1125,9,25,34,37,0,,1,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,2,Real Bed,48,0,20,1,2,10,3,3,3,3,0,,1,flexible
within an hour,1,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,60,0,0,1,2,1125,3,15,45,45,0,,1,flexible
within a day,3,0,0,2,Steglitz - Zehlendorf,House,Private room,1,1,1,1,Real Bed,38,0,0,1,3,1125,2,11,24,114,0,,0,flexible
within a few hours,2,1,0,8,Neukoelln,Apartment,Entire home/apt,2,1,1,1,Real Bed,90,300,25,1,4,1125,5,5,5,5,1,100,1,strict_14_with_grace_period
a few days or more,4,0,0,1,Neukoelln,Apartment,Private room,4,1,2,1,Real Bed,30,100,15,1,2,5,24,42,55,145,0,,0,flexible
within a few hours,2,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,6,1,2,6,Real Bed,60,100,30,2,2,1125,18,39,64,332,0,,0,strict_14_with_grace_period
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,24,0,10,1,2,7,5,7,10,70,2,100,1,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,6,1,2,3,Real Bed,140,200,81,3,2,1125,5,11,11,11,0,,0,moderate
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,50,0,25,2,7,1125,0,0,15,26,2,,1,strict_14_with_grace_period
within a day,3,0,0,1,Neukoelln,Apartment,Private room,3,1,1,2,Real Bed,38,0,20,1,1,14,0,6,19,19,0,,0,moderate
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,40,0,7,1,2,40,3,3,3,3,0,,0,strict_14_with_grace_period
a few days or more,4,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,30,89,30,1,5,1125,0,0,0,0,1,,0,moderate
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,6,1,1,3,Real Bed,90,0,40,1,1,1125,7,16,24,293,0,,1,moderate
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,90,0,40,1,1,1125,0,0,28,301,0,,1,moderate
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,80,0,40,1,1,1125,21,51,81,356,0,,1,moderate
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,6,1,1,3,Real Bed,90,0,40,1,1,1125,19,46,76,350,0,,1,moderate
within an hour,1,0,0,9,Mitte,Apartment,Entire home/apt,3,1,1,2,Real Bed,90,0,40,1,1,1125,19,49,79,354,0,,1,moderate
within an hour,1,0,0,9,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,2,4,Real Bed,90,0,40,1,1,1125,0,15,30,297,0,,1,moderate
within an hour,1,0,0,9,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,8,1,2,7,Real Bed,90,0,40,1,1,1125,0,26,56,331,0,,1,moderate
within an hour,1,0,0,9,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,7,1,2,8,Real Bed,90,0,40,1,1,1125,0,15,35,309,0,,1,moderate
within an hour,1,0,0,9,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,10,1,2,5,Real Bed,90,0,40,1,1,1125,0,15,44,315,0,,1,moderate
within a day,3,0,0,1,Mitte,Apartment,Private room,1,1.5,1,1,Real Bed,50,0,0,1,3,14,19,37,51,51,1,100,0,flexible
within an hour,1,1,0,1,Pankow,Apartment,Entire home/apt,5,1,2,3,Real Bed,70,0,0,1,4,1125,0,1,8,8,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,2,1,0,1,Real Bed,45,0,10,2,1,1125,4,12,25,142,2,100,1,strict_14_with_grace_period
within an hour,1,1,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,3,1,1,2,Real Bed,90,0,20,2,2,30,8,20,20,20,1,100,0,moderate
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,2,1,1,1,Real Bed,35,0,0,1,4,30,8,8,11,11,1,100,1,flexible
within a day,3,0,0,1,Pankow,Apartment,Private room,2,1,1,1,Real Bed,29,0,0,1,2,10,7,7,21,21,1,100,0,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,50,0,0,1,3,20,10,14,14,14,0,,1,flexible
within an hour,1,0,0,2,Mitte,Apartment,Entire home/apt,3,1,0,1,Real Bed,75,0,0,1,1,1125,6,6,6,109,2,40,0,flexible
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,4,2,2,4,Real Bed,110,0,0,1,3,1125,1,11,33,41,0,,0,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,1,1,1,1,Real Bed,34,0,0,1,2,8,29,59,89,179,1,,0,flexible
within a few hours,2,0,0,1,Mitte,Apartment,Entire home/apt,2,1,1,1,Real Bed,99,0,35,1,3,14,12,40,70,70,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,3,1,1,2,Real Bed,50,0,0,1,1,1125,16,16,16,16,5,95,1,strict_14_with_grace_period
within an hour,1,1,0,15,Mitte,Apartment,Entire home/apt,3,2,2,2,Real Bed,130,0,0,1,30,1125,0,0,0,253,0,,1,flexible
within an hour,1,1,0,15,Mitte,Apartment,Entire home/apt,4,2,3,4,Real Bed,200,0,0,1,60,1125,29,59,89,364,0,,1,flexible
within a day,3,1,0,1,Tempelhof - Schoenenberg,Apartment,Private room,2,1,1,0,Real Bed,35,0,0,1,2,1125,5,7,7,7,0,,0,flexible
within a few hours,2,0,0,1,Mitte,Apartment,Entire home/apt,4,1,1,2,Real Bed,95,0,40,2,3,30,6,19,43,43,0,,0,strict_14_with_grace_period
within a few hours,2,1,0,2,Mitte,Apartment,Private room,2,1,1,1,Real Bed,65,0,0,1,2,1125,1,9,9,26,0,,0,moderate
within an hour,1,0,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,2,2,Real Bed,119,0,0,1,3,1125,26,56,86,361,0,,1,flexible
within a few hours,2,1,0,1,Neukoelln,Apartment,Private room,2,1,0,1,Real Bed,28,0,0,1,4,1125,3,3,14,14,0,,0,flexible
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,4,1.5,2,4,Real Bed,80,0,0,1,20,35,0,15,31,31,0,,1,flexible
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,4,1,1,1,Real Bed,30,0,25,1,1,1125,0,29,36,36,0,,0,flexible
within an hour,1,0,0,1,Treptow - Koepenick,House,Private room,2,1,1,1,Real Bed,25,0,8,1,1,30,9,13,30,116,1,100,1,flexible
within a day,3,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,125,0,50,1,7,1125,14,44,74,164,0,,1,moderate
,,0,0,2,Lichtenberg,Apartment,Entire home/apt,4,1,3,3,Real Bed,71,0,0,1,1,1125,0,0,3,3,0,,0,strict_14_with_grace_period
,,0,0,1,Lichtenberg,Apartment,Entire home/apt,3,1,1,2,Real Bed,130,200,0,1,7,1125,23,53,83,83,0,,1,strict_14_with_grace_period
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,29,0,0,1,2,1125,3,3,3,3,1,100,1,flexible
within an hour,1,0,0,6,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,6,1,1,3,Real Bed,112,0,40,4,2,1125,18,36,36,36,0,,1,flexible
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,1,1,1,1,Real Bed,28,0,15,1,5,9,0,0,19,19,0,,1,strict_14_with_grace_period
within an hour,1,1,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,11,1.5,4,7,Real Bed,420,399,50,6,2,1125,7,25,38,69,0,,1,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,70,0,30,1,1,7,8,31,40,40,0,,0,flexible
within a few hours,2,0,0,1,Lichtenberg,Apartment,Shared room,2,1,1,1,Real Bed,40,150,50,1,1,1125,23,53,83,173,0,,1,strict_14_with_grace_period
within an hour,1,0,0,2,Neukoelln,Apartment,Entire home/apt,2,1,1,1,Real Bed,65,0,0,1,2,1125,10,28,28,28,0,,1,moderate
within a few hours,2,1,0,1,Pankow,Apartment,Entire home/apt,1,1,0,1,Real Bed,40,0,0,1,1,5,4,4,4,4,0,,1,flexible
within an hour,1,0,0,7,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,2,3,Real Bed,90,0,50,1,2,1125,13,34,42,42,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Mitte,Apartment,Entire home/apt,4,2,1,4,Real Bed,80,0,40,1,5,1125,0,1,9,9,0,,1,flexible
,,0,0,1,Mitte,Apartment,Entire home/apt,1,1,1,1,Real Bed,30,0,0,1,7,15,0,23,34,309,0,,0,flexible
a few days or more,4,0,0,17,Neukoelln,Apartment,Entire home/apt,12,1,3,6,Real Bed,70,0,50,1,3,1125,13,37,61,336,0,,0,flexible
,,0,0,0,Marzahn - Hellersdorf,Apartment,Entire home/apt,6,1,2,6,Real Bed,65,0,35,3,2,360,11,28,46,316,0,,1,strict_14_with_grace_period
within a few hours,2,0,0,5,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,2,Real Bed,69,500,40,1,15,365,8,13,43,318,0,,0,strict_14_with_grace_period
within a day,3,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,2,Real Bed,50,0,0,1,5,1125,4,6,19,19,1,,0,flexible
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,30,0,15,2,1,1125,11,30,51,141,1,100,0,moderate
within an hour,1,1,0,2,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,35,0,5,1,1,1125,23,53,83,173,3,100,1,flexible
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,50,0,20,1,3,5,5,23,40,52,2,100,1,flexible
within an hour,1,0,1,3,Steglitz - Zehlendorf,Apartment,Private room,2,1,1,1,Real Bed,20,0,10,1,2,30,2,2,2,2,0,,1,flexible
,,0,0,1,Pankow,Apartment,Entire home/apt,2,1,0,1,Real Bed,97,0,0,1,2,1125,8,8,19,19,0,,0,flexible
within an hour,1,0,0,1,Pankow,Apartment,Entire home/apt,4,1,0,3,Real Bed,79,1500,39,2,2,1125,5,15,15,276,0,,1,strict_14_with_grace_period
a few days or more,4,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,40,0,0,1,3,20,3,3,3,136,0,,0,flexible
within a few hours,2,0,0,1,Mitte,Apartment,Private room,2,1,1,1,Real Bed,20,0,0,1,3,20,4,7,7,80,1,100,0,flexible
,,1,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,45,0,0,1,2,1125,2,24,54,54,0,,0,moderate
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,1,1,0,1,Real Bed,50,0,0,1,1,1125,3,3,3,3,0,,1,flexible
within a few hours,2,0,0,2,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,115,1500,80,1,28,90,2,9,9,91,0,,0,strict_14_with_grace_period
within a day,3,1,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,40,0,0,1,1,4,7,7,7,7,0,,0,flexible
within an hour,1,0,0,2,Tempelhof - Schoenenberg,Apartment,Private room,4,1,1,3,Real Bed,30,200,12,1,1,1125,29,59,89,89,0,,0,moderate
within an hour,1,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,25,0,10,1,2,28,4,4,4,4,1,100,1,flexible
,,0,0,1,Lichtenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,95,200,55,1,2,1125,4,4,4,4,0,,0,moderate
,,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,50,0,5,1,2,1125,12,42,44,44,0,,0,flexible
,,0,0,1,Neukoelln,Apartment,Entire home/apt,5,1,4,5,Real Bed,150,0,40,1,3,1125,2,2,6,6,0,,0,flexible
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Private room,3,1,1,1,Real Bed,30,150,5,1,2,23,22,52,82,172,1,100,1,strict_14_with_grace_period
within an hour,1,1,0,1,Mitte,Apartment,Private room,1,1,1,1,Real Bed,35,0,50,2,1,30,11,36,43,126,1,100,1,strict_14_with_grace_period
,,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,50,0,0,1,3,1125,10,22,41,41,0,,0,flexible
within an hour,1,0,0,1,Charlottenburg-Wilm.,Apartment,Entire home/apt,3,1,1,2,Real Bed,65,200,25,1,1,1125,15,34,47,97,0,,0,moderate
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,63,800,25,2,1,1125,7,31,50,50,1,,0,moderate
within a day,3,0,0,2,Marzahn - Hellersdorf,Apartment,Entire home/apt,6,1,2,3,Real Bed,69,0,0,1,2,37,0,29,38,281,0,,1,flexible
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,1,1,1,1,Real Bed,50,0,0,1,2,8,0,0,0,6,0,,0,flexible
,,0,0,2,Steglitz - Zehlendorf,Apartment,Private room,3,1,0,1,Real Bed,20,0,0,1,1,1125,18,48,78,353,2,100,1,flexible
within a few hours,2,0,0,1,Neukoelln,Apartment,Entire home/apt,8,1,3,4,Real Bed,100,0,50,4,7,1125,0,5,8,50,0,,1,moderate
,,0,0,1,Lichtenberg,Apartment,Private room,2,1,1,1,Real Bed,30,0,0,1,3,1125,5,5,5,5,0,,1,flexible
,,0,0,1,Marzahn - Hellersdorf,Apartment,Entire home/apt,6,1,2,5,Real Bed,65,0,0,1,5,37,0,29,39,264,0,,1,flexible
within an hour,1,0,0,2,Charlottenburg-Wilm.,Apartment,Entire home/apt,2,1,0,1,Real Bed,59,0,15,1,1,999,4,14,25,289,0,,1,flexible
within an hour,1,0,0,1,Lichtenberg,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,0,6,1,1,14,1,1,1,1,0,,1,flexible
,,0,0,1,Pankow,Apartment,Private room,2,1.5,1,1,Real Bed,55,0,0,1,3,8,8,20,50,50,0,,1,strict_14_with_grace_period
within an hour,1,0,0,1,Neukoelln,Apartment,Private room,2,1,1,1,Real Bed,25,0,0,1,3,1125,1,11,11,11,1,100,1,flexible
,,0,0,1,Tempelhof - Schoenenberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,70,0,20,1,1,1125,25,43,43,43,0,,0,flexible
within an hour,1,0,0,0,Neukoelln,Apartment,Private room,2,1,1,2,Real Bed,64,0,0,1,1,30,5,5,18,18,0,,1,moderate
within an hour,1,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,3,1,1,3,Real Bed,69,100,50,1,2,1125,6,22,42,93,0,,0,flexible
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Shared room,3,0.5,1,1,Real Bed,35,0,0,1,1,1125,30,60,90,365,0,,1,flexible
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,24,0,0,1,1,15,0,0,0,0,0,,0,flexible
within an hour,1,1,1,4,Neukoelln,Apartment,Entire home/apt,5,1,2,3,Real Bed,150,0,60,1,2,7,0,0,0,3,0,,1,flexible
within a few hours,2,1,1,3,Reinickendorf,Apartment,Entire home/apt,2,1,1,1,Real Bed,35,0,0,1,60,1125,18,18,30,305,0,,0,flexible
within an hour,1,0,0,1,Treptow - Koepenick,Apartment,Private room,2,1,1,1,Real Bed,30,0,5,1,1,4,3,12,32,32,0,,1,flexible
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,4,1,1,1,Real Bed,80,0,0,1,7,31,5,13,15,15,0,,0,flexible
,,0,0,1,Neukoelln,Apartment,Private room,1,1,1,1,Real Bed,14,0,10,1,4,1125,18,48,78,353,0,,0,flexible
within an hour,1,0,0,2,Reinickendorf,Apartment,Private room,1,1,0,1,Real Bed,25,0,0,1,3,6,1,1,11,11,0,,0,flexible
within an hour,1,1,0,1,Friedrichshain-Kreuzberg,Apartment,Private room,2,1,1,1,Real Bed,65,0,0,2,2,1125,10,10,10,10,2,100,1,strict_14_with_grace_period
,,0,0,1,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,7,1,1,4,Real Bed,115,0,0,1,1,1125,20,38,64,152,0,,1,strict_14_with_grace_period
,,0,0,1,Charlottenburg-Wilm.,Apartment,Private room,3,1.5,1,3,Real Bed,35,0,0,1,1,5,20,20,20,20,0,,1,flexible
within an hour,1,1,1,5,Friedrichshain-Kreuzberg,Apartment,Entire home/apt,2,1,1,1,Real Bed,110,0,0,4,4,10,0,0,0,40,0,,0,strict_14_with_grace_period
within a few hours,2,0,0,1,Mitte,Apartment,Shared room,2,1,1,2,Real Bed,30,0,0,1,1,3,17,47,77,77,0,,0,flexible
